,Name,Overall,Wage
14979,M. Merghem,60,€1K
14980,B. Galván,60,€1K
14981,P. Perina,60,€1K
14982,C. Jacob,60,€1K
14983,J. Pereyra,60,€1K
14984,J. Hou Sæter,60,€1K
14985,S. Lebus,60,€2K
14986,M. Dimun,60,€1K
14987,D. Corcoran,60,€1K
14988,E. Cantú,60,€3K
14989,C. Beardsley,60,€2K
14990,S. Sinclair,60,€2K
14991,Y. Fekir,60,€6K
14992,S. Laiton,60,€1K
14993,C. Riascos,60,€1K
14994,D. Choinière,60,€1K
14995,R. Mysak,60,€2K
14996,M. Crowe,60,€1K
14997,D. Fernández,60,€1K
14998,G. Gori,60,€4K
14999,C. McCarthy,60,€1K
15000,Lee Tae Ho,60,€1K
15001,D. O'Shea,60,€2K
15002,Yeun Jong Gyu,60,€1K
15003,F. Piszczek,60,€1K
15004,M. Krauß,60,€1K
15005,K. Lowe,60,€2K
15006,S. Nigro,60,€1K
15007,S. Lavery,60,€6K
15008,K. Bennetts,60,€2K
15009,A. Greene,60,€1K
15010,M. Zeidan,60,€1K
15011,B. Bvuma,60,€1K
15012,T. Pukhov,60,€1K
15013,N. Fadiga,60,€2K
15014,E. Durrell,60,€2K
15015,H. Gueye,60,€1K
15016,M. Cerofolini,60,€2K
15017,D. Fitzpatrick,60,€2K
15018,V. Theocharis,60,€1K
15019,D. Evtimov,60,€1K
15020,K. Yamga,60,€2K
15021,Liu Huan,60,€3K
15022,P. McLain,60,€1K
15023,L. Bätge,60,€1K
15024,G. Taylor,60,€2K
15025,D. Pugh,60,€2K
15026,F. Rohner,60,€1K
15027,M. García,60,€1K
15028,L. Valenti,60,€1K
15029,Feng Jing,60,€1K
15030,M. Kessel,60,€1K
15031,J. Sinisterra,60,€2K
15032,V. Henry,60,€1K
15033,C. Chastang,60,€1K
15034,M. Górski,60,€1K
15035,C. Lewis,60,€1K
15036,S. Jones,60,€2K
15037,S. Kono,60,€1K
15038,E. Oyeleke,60,€2K
15039,G. Holohan,60,€1K
15040,J. Quezada,60,€1K
15041,J. Romil,60,€1K
15042,R. Lawan,60,€1K
15043,A. Canbaz,60,€1K
15044,M. Berden,60,€2K
15045,A. Pattison,60,€5K
15046,O. Zanzala,60,€1K
15047,J. Kabongo,60,€3K
15048,D. Gojko,60,€1K
15049,Park Chang Jun,60,€1K
15050,M. Hingerl,60,€1K
15051,J. Chicco,60,€2K
15052,Ke Zhao,60,€2K
15053,H. Tijanovich,60,€2K
15054,N. Fröling,60,€1K
15055,P. Ng,60,€2K
15056,K. Miś,60,€1K
15057,I. Musalami,60,€2K
15058,S. Asta,60,€1K
15059,A. Verda,60,€1K
15060,B. Makendzhiev,60,€0.00
15061,A. Pululu,60,€2K
15062,R. Browne,60,€1K
15063,C. Odoi-Atsem,60,€1K
15064,D. Aymerich,60,€1K
15065,A. Hollingen,60,€1K
15066,S. Doumbia,60,€2K
15067,N. Mbouhom,60,€3K
15068,J. Morsay,60,€1K
15069,R. Frantsen,60,€2K
15070,C. Siya,60,€1K
15071,Yun Ji Hyeok,60,€1K
15072,J. Dörfler,60,€1K
15073,A. Tiritiello,60,€1K
15074,G. Bakırbaş,60,€2K
15075,A. Nathaniel-George,60,€1K
15076,Zhang Xiaobin,60,€3K
15077,Zhang Sipeng,60,€2K
15078,D. Chessa,60,€1K
15079,Tao Yuan,60,€3K
15080,M. Balcılar,60,€2K
15081,N. Iwadate,60,€2K
15082,A. Diallo,60,€1K
15083,C. Miller,60,€5K
15084,A. Lajami,60,€3K
15085,H. Fukushima,60,€1K
15086,P. Soko,60,€2K
15087,M. Camara,60,€3K
15088,J. Álvarez,60,€2K
15089,A. Nesbitt,60,€2K
15090,B. Şen,60,€2K
15091,L. Kosakiewicz,60,€1K
15092,J. Mendive,60,€1K
15093,Lee Jong Won,60,€1K
15094,D. Hume,60,€1K
15095,E. Besea,60,€2K
15096,F. Núñez,60,€2K
15097,E. Dahl Reitan,60,€1K
15098,A. Bianchimano,60,€1K
15099,J. Vreman,60,€1K
15100,M. Di Gennaro,60,€1K
15101,D. Love,60,€2K
15102,C. Torres,60,€3K
15103,R. Dickie,60,€2K
15104,Pablo Ramón,60,€1K
15105,G. Güney,60,€3K
15106,T. Iida,60,€1K
15107,F. Faist,60,€1K
15108,Sergio Moreno,60,€2K
15109,G. Vrioni,60,€3K
15110,W. Tchimbembé,60,€1K
15111,M. Abu Shararah,60,€3K
15112,P. Pusic,60,€1K
15113,I. Rojas,60,€1K
15114,L. Chiappero,60,€1K
15115,B. Sissoko,60,€1K
15116,S. Paintsil,60,€2K
15117,E. Amenyido,60,€1K
15118,R. Charles-Cook,60,€1K
15119,M. Heinrich,60,€1K
15120,A. Erlingmark,60,€1K
15121,G. Jones,60,€1K
15122,M. Cassara,60,€1K
15123,T. Tillman,60,€4K
15124,Qiu Tianyi,60,€2K
15125,Yang Jiawei,60,€3K
15126,K. Khosonov,60,€1K
15127,S. Frederiksen,60,€2K
15128,L. Budziłek,60,€1K
15129,J. Barmby,60,€1K
15130,J. Franzoni,60,€3K
15131,A. Bamba,60,€1K
15132,C. Ilic,60,€1K
15133,M. Gurski,60,€1K
15134,B. Gyamfi,60,€1K
15135,Daniel Rebollo,60,€1K
15136,G. Canto,60,€2K
15137,Adrià Arjona,60,€1K
15138,C. McFadzean,60,€2K
15139,K. Brennan,60,€1K
15140,E. Berger,60,€1K
15141,M. Choinière,60,€1K
15142,A. Siebeck,60,€1K
15143,N. Sukacev,60,€2K
15144,G. Thompson,60,€1K
15145,D. Tagami,60,€1K
15146,D. Vokic,60,€1K
15147,R. D'Haese,60,€1K
15148,S. Seth,60,€1K
15149,I. Ogbu,60,€1K
15150,N. Temperini,60,€2K
15151,T. Ivanof,60,€2K
15152,C. González,60,€2K
15153,B. Öztürk,60,€2K
15154,M. Fischer,60,€2K
15155,L. Malagón,60,€1K
15156,M. Drawz,60,€1K
15157,Z. Medley,60,€5K
15158,P. Farman,60,€2K
15159,M. Al Olayan,60,€3K
15160,K. Tanno,60,€1K
15161,A. Kovačević,60,€1K
15162,F. Graudenz,60,€1K
15163,R. Sallinger,60,€1K
15164,L. Fraser,60,€1K
15165,J. van Benthem,60,€1K
15166,C. Stockton,60,€2K
15167,D. Sánchez,60,€1K
15168,Álvaro García,60,€1K
15169,D. Leadbitter,60,€2K
15170,C. Ainley,60,€2K
15171,A. Bodart,60,€1K
15172,N. Bazzana,60,€2K
15173,M. Bleve,60,€1K
15174,M. Molina,60,€2K
15175,M. Behrens,60,€1K
15176,V. Sirotov,60,€1K
15177,M. Boudjemaa,60,€2K
15178,C. Horgan,60,€1K
15179,M. Rhead,60,€3K
15180,G. Nyamsi,60,€3K
15181,E. Reijnders,60,€1K
15182,C. McDermott,60,€1K
15183,U. Mohammed,60,€1K
15184,E. Andersson,60,€1K
15185,L. Joyce,60,€3K
15186,I. Kanu,60,€1K
15187,A. Majrashi,60,€3K
15188,C. Pombo,60,€2K
15189,M. Bean,60,€1K
15190,T. Conlon,60,€2K
15191,A. Purzycki,60,€1K
15192,M. Maranda,60,€1K
15193,A. Al Obud,60,€4K
15194,T. Kallevåg,60,€1K
15195,Gori López,60,€1K
15196,A. Tsvetkov,60,€0.00
15197,S. Al Khayri,60,€3K
15198,F. Musaev,60,€1K
15199,Chen Jie,60,€2K
15200,M. Burgess,60,€1K
15201,E. Kutler,60,€1K
15202,Chechu Grana,60,€1K
15203,T. Siekman,60,€1K
15204,E. Bullaude,60,€1K
15205,Shi Liang,60,€2K
15206,D. Barlaser,60,€5K
15207,D. Camacho,60,€1K
15208,J. Oates,60,€2K
15209,S. Cosgrove,60,€1K
15210,B. Garré,60,€7K
15211,J. Jones,60,€3K
15212,R. Tranberg,60,€1K
15213,S. Bougrine,60,€1K
15214,S. Byrne,60,€1K
15215,Park Yong Ji,60,€1K
15216,C. Calderón,60,€2K
15217,F. Juárez,60,€1K
15218,F. Lapis,60,€1K
15219,Cristian Rodríguez,60,€5K
15220,S. Folan,60,€1K
15221,Shan Pengfei,60,€2K
15222,J. Yarney,60,€4K
15223,F. Andersson,60,€1K
15224,U. Tezel,60,€1K
15225,A. Camara,60,€2K
15226,A. Al Sharid,60,€3K
15227,R. Jendrusch,60,€1K
15228,M. Demir,60,€3K
15229,J. Borgmann,60,€1K
15230,D. Esmel,60,€1K
15231,T. Nichols,60,€2K
15232,R. Husić,60,€1K
15233,V. Arboleda,60,€1K
15234,G. Mells,60,€1K
15235,Z. Grich,60,€1K
15236,Yoon Dong Min,60,€1K
15237,M. Jadama,60,€1K
15238,Qi Tianyu,60,€2K
15239,A. May,60,€1K
15240,C. Maghoma,60,€1K
15241,M. Sorensen,60,€2K
15242,B. Morris,60,€1K
15243,O. Dytyatev,60,€1K
15244,P. Mbodji,60,€2K
15245,S. Al Najai,60,€3K
15246,D. Margush,60,€1K
15247,M. Bokoum,60,€1K
15248,R. Wolsztyński,60,€1K
15249,L. Cruz,60,€6K
15250,R. Escobar,60,€1K
15251,A. Al Shammary,60,€4K
15252,F. Krüger,60,€1K
15253,H. Heath,60,€1K
15254,W. Boyle,60,€2K
15255,A. Rodríguez,60,€3K
15256,T. Domgjoni,60,€1K
15257,M. Bola,60,€1K
15258,H. Mitsumaru,60,€1K
15259,S. Smith,60,€4K
15260,J. Qwiberg,60,€1K
15261,B. Ashley-Seal,60,€5K
15262,S. Fujitani,60,€1K
15263,Sergi Álamo,60,€3K
15264,A. Ćatić,60,€1K
15265,A. Akinola,60,€1K
15266,P. Grant,60,€2K
15267,K. Monlouis,60,€1K
15268,A. Anastasio,60,€5K
15269,R. Gilmartin,60,€2K
15270,B. Njie,60,€1K
15271,E. Monthe,60,€2K
15272,V. Millico,60,€3K
15273,N. Husin,60,€2K
15274,D. Salazar,60,€1K
15275,V. Drchal,60,€1K
15276,J. Caraballo,60,€1K
15277,C. Zock,60,€4K
15278,A. Chrzanowski,60,€1K
15279,T. Clarke,60,€1K
15280,F. Carstens,60,€1K
15281,G. Scalera,60,€1K
15282,B. Levis,60,€1K
15283,B. Miele,60,€1K
15284,A. Al Arraf,60,€2K
15285,J. Sievers,60,€1K
15286,J. Abarzua,60,€1K
15287,C. Villanueva,60,€4K
15288,N. Arena,60,€2K
15289,S. Marasovic,60,€4K
15290,M. Falkeborn,60,€1K
15291,R. Boultam,60,€1K
15292,G. Giannoutsos,60,€1K
15293,L. Plogmann,60,€1K
15294,S. Perilli,60,€1K
15295,A. Davies,60,€5K
15296,S. Adrian,60,€1K
15297,I. Miller,60,€3K
15298,V. Rodríguez,60,€7K
15299,N. Hagelskjær,60,€2K
15300,T. Archibald,60,€4K
15301,C. Missilou,60,€2K
15302,C. McGrandles,60,€2K
15303,A. Rufer,59,€1K
15304,R. Hall-Johnson,59,€2K
15305,N. Kirby,59,€3K
15306,E. Mena,59,€1K
15307,M. Haarup,59,€1K
15308,S. Kassar,59,€3K
15309,K. Callan-McFadden,59,€1K
15310,Ramón,59,€2K
15311,R. Grego-Cox,59,€1K
15312,R. Broom,59,€2K
15313,L. Fenton,59,€1K
15314,M. Özvardar,59,€2K
15315,J. Rasheed,59,€1K
15316,A. Siemaszko,59,€1K
15317,B. Breukers,59,€1K
15318,G. Kılıç,59,€1K
15319,H. Koné,59,€1K
15320,Iván Martos,59,€1K
15321,D. O'Halloran,59,€1K
15322,G. McEachran,59,€6K
15323,N. Mekonnen,59,€2K
15324,L. Wedl,59,€1K
15325,C. Hall,59,€2K
15326,L. Pfeiffer,59,€2K
15327,D. Markey,59,€1K
15328,J. Schuurman,59,€1K
15329,J. Stanic,59,€1K
15330,Joo Hyun Ho,59,€1K
15331,A. de Jong,59,€0.00
15332,W. Sietsma,59,€2K
15333,C. Jordan,59,€3K
15334,Óscar Gil,59,€1K
15335,S. Matthews,59,€1K
15336,K. Fukuda,59,€1K
15337,O. Patrick,59,€2K
15338,L. Kryeziu,59,€1K
15339,J. Lyden,59,€3K
15340,K. Hansen,59,€3K
15341,Y. Yakovenko,59,€2K
15342,B. Sabovic,59,€1K
15343,F. Irie,59,€2K
15344,S. Hornby,59,€2K
15345,D. Padilla,59,€1K
15346,M. Bakhit,59,€2K
15347,S. Sosa,59,€1K
15348,F. Mveng,59,€4K
15349,M. Velázquez,59,€4K
15350,Nuno Malheiro,59,€1K
15351,K. Devaney,59,€1K
15352,Zhang Jiaqi,59,€2K
15353,Oleaga,59,€2K
15354,J. Kristoffersen,59,€1K
15355,F. Şimşek,59,€2K
15356,R. Singh,59,€0.00
15357,M. Smith,59,€2K
15358,M. Čović,59,€3K
15359,Z. de la Paz,59,€2K
15360,N. Sugai,59,€1K
15361,K. Ikeda,59,€1K
15362,M. Fonseca,59,€2K
15363,Y. Roemer,59,€1K
15364,R. Simpson,59,€3K
15365,Kim Gyeong Jae,59,€1K
15366,Jeong Seung Won,59,€1K
15367,M. Šverko,59,€3K
15368,T. Corbaz,59,€1K
15369,R. Marín,59,€6K
15370,B. Lika,59,€2K
15371,N. Baumann,59,€1K
15372,M. Kamenz,59,€1K
15373,Wang Wei,59,€2K
15374,K. Sidibé,59,€2K
15375,A. Ramalingom,59,€1K
15376,Zhou Liao,59,€3K
15377,K. Madianga,59,€1K
15378,K. Grabara,59,€3K
15379,I. Al Shuayl,59,€2K
15380,P. Gehrmann,59,€1K
15381,T. Weiner,59,€1K
15382,O. Al Khalaf,59,€3K
15383,V. Kušej,59,€2K
15384,F. Manzo,59,€1K
15385,B. Chorbadzhiyski,59,€0.00
15386,A. Sissoko,59,€1K
15387,D. Olsson,59,€1K
15388,P. McClean,59,€1K
15389,D. Horkaš,59,€1K
15390,T. Enomoto,59,€1K
15391,S. Sidler,59,€1K
15392,C. Kühlwetter,59,€1K
15393,A. Busti,59,€0.00
15394,A. Mitchell,59,€0.00
15395,E. Robson,59,€2K
15396,Moon Jeong In,59,€1K
15397,Gao Jiarun,59,€2K
15398,D. Pender,59,€1K
15399,A. Gamboa,59,€1K
15400,E. Henschel,59,€1K
15401,J. Abbel,59,€1K
15402,A. Al Amri,59,€3K
15403,Han Seung Wook,59,€1K
15404,K. Eek,59,€1K
15405,C. Manley,59,€1K
15406,J. Peñaloza,59,€2K
15407,D. Martinović,59,€1K
15408,T. Müsel,59,€2K
15409,E. Coronel,59,€2K
15410,W. Ditta,59,€1K
15411,J. Andersson,59,€1K
15412,Lee Sang Hyeob,59,€1K
15413,R. Sykes,59,€1K
15414,P. Kucharczyk,59,€1K
15415,P. Bucha,59,€1K
15416,J. Wrąbel,59,€1K
15417,K. Colvey,59,€1K
15418,O. Al Sunain,59,€3K
15419,B. Wilmot,59,€3K
15420,S. Kelly,59,€1K
15421,M. Bachini,59,€1K
15422,Iván Jaime,59,€1K
15423,R. Armand,59,€1K
15424,C. Dunn,59,€1K
15425,Oh Inpyo,59,€1K
15426,M. Tyler,59,€1K
15427,R. Ariza,59,€1K
15428,B. Murphy,59,€1K
15429,N. Tenaglia,59,€2K
15430,J. Meier,59,€3K
15431,B. Goller,59,€2K
15432,N. Yamada,59,€2K
15433,P. Arredondo,59,€1K
15434,C. Mitchell,59,€4K
15435,K. Taylor,59,€4K
15436,F. Hollinger-Janzen,59,€1K
15437,M. Baghdadi,59,€1K
15438,O. Sterling-James,59,€3K
15439,Yang Ting,59,€2K
15440,K. Kaïboue,59,€1K
15441,V. Burgoa,59,€1K
15442,Pol Moreno,59,€1K
15443,M. Blakstad,59,€1K
15444,S. Tigges,59,€1K
15445,S. Abdullah,59,€3K
15446,A. Lewis,59,€3K
15447,C. Kablan,59,€2K
15448,O. Bertel,59,€1K
15449,J. Bridge,59,€2K
15450,Song Wenjie,59,€2K
15451,H. Konaté,59,€1K
15452,L. Zigi,59,€1K
15453,Raúl Sánchez,59,€3K
15454,A. Önal,59,€3K
15455,A. Casco,59,€2K
15456,L. Forte,59,€1K
15457,D. Cawley,59,€1K
15458,Che Shiwei,59,€2K
15459,K. Malinov,59,€0.00
15460,F. Bjørkan,59,€1K
15461,J. Córdova,59,€1K
15462,T. Marsh,59,€2K
15463,L. Merolla,59,€2K
15464,V. Wojtkowiak,59,€1K
15465,G. Verón,59,€1K
15466,R. Meraz,59,€1K
15467,Ou Ya,59,€2K
15468,T. Miyazaki,59,€1K
15469,J. Al Shammari,59,€3K
15470,C. Wood,59,€1K
15471,F. Pintos,59,€1K
15472,Maikel Santana,59,€1K
15473,K. Hoffmann,59,€2K
15474,J. Gies,59,€1K
15475,I. Arai,59,€1K
15476,A. Kecskés,59,€1K
15477,Li Benjian,59,€2K
15478,Cha Yeong Hwan,59,€1K
15479,M. Sawa,59,€1K
15480,Sergio Gónzalez,59,€1K
15481,W. Burger,59,€1K
15482,A. Hernández,59,€3K
15483,A. Hadzic,59,€1K
15484,O. Ashoor,59,€3K
15485,E. Sonupé,59,€2K
15486,Alberto González,59,€1K
15487,W. Patching,59,€1K
15488,M. Kremer,59,€1K
15489,J. Vergara Berrio,59,€1K
15490,D. Wright,59,€2K
15491,E. Louro,59,€1K
15492,K. Alexandersson,59,€1K
15493,N. Konstandopoulos,59,€1K
15494,S. Seferings,59,€1K
15495,C. Estrada,59,€4K
15496,I. El Kabbou,59,€1K
15497,B. Mensah,59,€2K
15498,Cui Peng,59,€3K
15499,Zhang Wei,59,€2K
15500,F. López,59,€2K
15501,T. van den Belt,59,€1K
15502,Tan Wangsong,59,€2K
15503,D. Rosin,59,€1K
15504,M. Lund,59,€2K
15505,M. Busi,59,€1K
15506,D. Blazevic,59,€1K
15507,D. Chambost,59,€3K
15508,S. Shearer,59,€1K
15509,M. Steeves,59,€1K
15510,A. Ceylan,59,€1K
15511,Samu Pérez,59,€1K
15512,R. Williams,59,€2K
15513,D. Shiels,59,€1K
15514,N. Okafor,59,€2K
15515,S. Briñone,59,€2K
15516,N. Maeda,59,€1K
15517,O. Ökke,59,€2K
15518,A. Lotti,59,€3K
15519,E. Lara,59,€2K
15520,E. Salles,59,€1K
15521,N. Ofoborh,59,€3K
15522,J. Sotirio,59,€2K
15523,A. Didic,59,€1K
15524,L. Kryger,59,€1K
15525,R. Willmott,59,€2K
15526,B. McGrath,59,€2K
15527,B. Provoste,59,€1K
15528,F. Brorsson,59,€1K
15529,Zhang Yi,59,€2K
15530,P. Mullin,59,€2K
15531,T. Hadler,59,€1K
15532,R. Goteni,59,€1K
15533,A. Ikedi,59,€1K
15534,A. Najem,59,€1K
15535,M. Ortíz,59,€2K
15536,J. Díaz Price,59,€2K
15537,S. Duggan,59,€1K
15538,M. Šarkić,59,€1K
15539,P. Sussek,59,€2K
15540,K. Pytlik,59,€1K
15541,N. Alioui,59,€1K
15542,A. Racioppi,59,€2K
15543,Kim Yeong Bin,59,€1K
15544,M. Hamrol,59,€1K
15545,J. Cataldi,59,€1K
15546,S. Kaya,59,€3K
15547,C. Veerachat,59,€1K
15548,R. Rösch,59,€2K
15549,D. Clarke,59,€1K
15550,J. Maguire,59,€1K
15551,Myeong Joon Jae,59,€2K
15552,A. Romero,59,€2K
15553,M. Segbers,59,€1K
15554,A. Çelebi,59,€2K
15555,F. Arhin,59,€1K
15556,E. Opoku,59,€1K
15557,J. Kirkpatrick,59,€1K
15558,T. Wiesner,59,€2K
15559,E. Steen,59,€1K
15560,L. Mandeville,59,€1K
15561,K. Ødemarksbakken,59,€1K
15562,F. Serraiocco,59,€1K
15563,H. Sarpei,59,€2K
15564,N. Sandberg,59,€1K
15565,I. Aliseda,59,€1K
15566,F. Dahmen,59,€2K
15567,K. Irep,59,€1K
15568,M. Flynn,59,€1K
15569,B. Mugabi,59,€1K
15570,P. Menzel,59,€1K
15571,D. Fontani,59,€1K
15572,A. Nava,59,€2K
15573,G. Della Bernardina,59,€1K
15574,E. Alvarado,59,€2K
15575,A. McGowan,59,€1K
15576,S. Joss,59,€2K
15577,João Virgínia,59,€2K
15578,N. Lüchinger,59,€2K
15579,Y. Mabella,59,€1K
15580,R. Hale,59,€2K
15581,E. Embleton,59,€1K
15582,N. Nasseri,59,€1K
15583,C. Elva,59,€1K
15584,V. Stenzel,59,€1K
15585,I. Al Talhi,59,€4K
15586,A. Mumin,59,€2K
15587,Paulo Alves,59,€6K
15588,Y. Armougom,59,€2K
15589,T. Kucz,59,€2K
15590,S. Sy,59,€1K
15591,M. McKee,59,€1K
15592,Cui Yongzhe,59,€2K
15593,S. Bengriba,59,€1K
15594,T. Yanagi,59,€1K
15595,J. Bekkema,59,€1K
15596,A. Al Yami,59,€4K
15597,Ding Jie,59,€2K
15598,J. Bednarczyk,59,€4K
15599,J. Ingham,59,€2K
15600,G. Quezada,59,€1K
15601,M. Fallatah,59,€5K
15602,F. Agu,59,€1K
15603,R. Polley,59,€1K
15604,I. Chair,59,€1K
15605,I. Khemis,59,€1K
15606,M. Álvarez,59,€1K
15607,O. Brynhildsen,59,€1K
15608,R. Al Hafizi,59,€3K
15609,M. Rosas,59,€1K
15610,J. Torres,59,€1K
15611,B. Dennehy,59,€1K
15612,J. Martin,59,€2K
15613,E. Whitehouse,59,€2K
15614,M. Quiñones,59,€1K
15615,R. Keskin,59,€1K
15616,Zhang Li,59,€2K
15617,A. Lacey,59,€1K
15618,J. Shipley,59,€1K
15619,L. Fadinger,59,€2K
15620,P. Gómez,59,€1K
15621,M. Kudus,59,€1K
15622,J. Maxted,59,€1K
15623,Chu Jinzhao,59,€3K
15624,J. Medina,59,€2K
15625,L. Ndenbe,59,€1K
15626,Dai Wai-Tsun,59,€1K
15627,M. Virtue,59,€8K
15628,M. Curry,59,€4K
15629,F. Castro,59,€2K
15630,L. Weinkauf,59,€2K
15631,S. Wilson,59,€2K
15632,M. Andersson,59,€1K
15633,T. Wiesner,59,€1K
15634,B. Wright,59,€1K
15635,C. Holse,59,€2K
15636,S. Vidal,59,€1K
15637,M. Kelly,59,€1K
15638,H. Andersson,59,€1K
15639,A. DeJohn,59,€1K
15640,T. Klupś,59,€1K
15641,K. O'Hara,59,€8K
15642,T. Mølgaard,59,€1K
15643,S. Singh,59,€0.00
15644,H. Benkaïd,59,€1K
15645,Obama,59,€4K
15646,J. Falkmar,59,€1K
15647,N. Bazan,59,€1K
15648,Y. Takaoka,59,€1K
15649,D. Nasu,59,€1K
15650,D. Conner,59,€1K
15651,S. Kodama,59,€1K
15652,A. Thapa,59,€0.00
15653,S. Farhan,59,€2K
15654,A. Ablet,59,€2K
15655,Yoo Ji Ha,59,€1K
15656,M. López,59,€1K
15657,K. Huntelaar,59,€1K
15658,J. Atanasov,59,€1K
15659,K. Leidsman,59,€1K
15660,M. Spasic,59,€1K
15661,C. Topaloglu,59,€2K
15662,D. Jarvis,59,€1K
15663,P. Esquivel,59,€2K
15664,S. Mandash,59,€3K
15665,A. Abdellaoui,59,€4K
15666,D. Bajselmani,59,€1K
15667,E. Ferigra,59,€2K
15668,J. Turley,59,€3K
15669,A. Barreal,59,€1K
15670,F. Pasqualoni,59,€1K
15671,L. Tempelmann,59,€2K
15672,Ahn Seong Nam,59,€1K
15673,Kang Bong Gyun,59,€1K
15674,D. García,59,€2K
15675,T. Rotter,59,€1K
15676,M. Kadlec,59,€1K
15677,S. Serderov,59,€1K
15678,A. Jędrych,59,€1K
15679,J. Muscatt,59,€1K
15680,M. Daly,59,€3K
15681,T. De Bie,59,€1K
15682,E. Elizalde,59,€1K
15683,G. León,59,€2K
15684,S. Çetin,59,€2K
15685,A. Urzi,59,€1K
15686,J. Dunleavy,59,€1K
15687,A. Al Saluli,59,€2K
15688,K. Chvedukas,59,€1K
15689,A. Al Dawsari,59,€3K
15690,E. Korkmaz,59,€1K
15691,J. Galetto,59,€2K
15692,S. Russell,59,€1K
15693,O. Sail,59,€1K
15694,M. Hudson,59,€1K
15695,N. Bizet,59,€1K
15696,Madger Gomes,59,€1K
15697,Iker Goujón,59,€1K
15698,F. Bin Jamayah,59,€5K
15699,N. Anderton,59,€1K
15700,C. Storm,59,€1K
15701,J. Bruhns,59,€1K
15702,E. Ybáñez,59,€1K
15703,E. Karic,59,€1K
15704,L. Ridehalgh,59,€2K
15705,J. Bolado,59,€1K
15706,A. Riemann,59,€1K
15707,A. Gogić,59,€1K
15708,L. Béland-Goyette,59,€1K
15709,E. Pálsson,59,€1K
15710,Lee Tae Hee,59,€1K
15711,K. Yajima,59,€2K
15712,M. Hoxha,59,€1K
15713,K. McFarlane,59,€3K
15714,F. Rieder,59,€2K
15715,C. Kpekawa,59,€1K
15716,C. Tiéhi,59,€1K
15717,J. Flatt,59,€1K
15718,T. Matthews,59,€3K
15719,J. Hodgkiss,59,€2K
15720,C. Arroyave,59,€1K
15721,J. Heil,59,€1K
15722,A. Jakubiak,59,€1K
15723,K. Reaves,59,€1K
15724,V. Baume,59,€1K
15725,R. Morishita,59,€1K
15726,A. Awad,59,€1K
15727,A. Al Shamrani,59,€3K
15728,G. Azzinnari,59,€1K
15729,O. Drost,59,€2K
15730,J. Caprice,59,€2K
15731,Zhang Lu,59,€2K
15732,A. Mendy,59,€1K
15733,G. Blackwood,59,€1K
15734,M. Johansson,59,€1K
15735,J. Hanato,59,€1K
15736,M. Clark,59,€1K
15737,B. Mines,59,€1K
15738,Kwon Tae Ahn,59,€1K
15739,C. Baker-Richardson,59,€4K
15740,B. Varga,59,€3K
15741,S. Akgün,59,€1K
15742,S. Long,59,€2K
15743,M. Folivi,59,€6K
15744,M. Rayman,59,€3K
15745,B. Thomas-Asante,59,€1K
15746,Y. Begraoui,59,€1K
15747,A. Fleming,59,€2K
15748,Guille Lara,59,€1K
15749,W. Wood,59,€1K
15750,F. Ghazi,59,€4K
15751,N. Córdova,59,€1K
15752,Jin Pengxiang,59,€3K
15753,Kim Bo Seop,59,€1K
15754,S. Acka,59,€2K
15755,E. Celebi,59,€1K
15756,E. Dabo,59,€1K
15757,Mello,59,€1K
15758,Yang Boyu,59,€3K
15759,A. Collins,59,€2K
15760,P. Kasim,59,€1K
15761,T. Abdullah,59,€4K
15762,M. Crocombe,59,€0.00
15763,E. Næsbak Brenden,59,€1K
15764,J. O'Doherty,59,€1K
15765,Fernando Costanza,59,€2K
15766,M. Acton,59,€1K
15767,F. Lobos,59,€1K
15768,K. Tokushige,59,€1K
15769,J. Serafin,59,€1K
15770,N. Sutter,59,€2K
15771,C. O'Hare,59,€2K
15772,M. Carreazo,59,€1K
15773,R. Aoki,59,€1K
15774,F. Camara,59,€1K
15775,N. Trott,59,€2K
15776,I. Boye,59,€1K
15777,Y. Goke,59,€1K
15778,Wang Qiuming,59,€2K
15779,H. Sandvik,59,€1K
15780,Park Jung Soo,59,€1K
15781,M. Vano,59,€1K
15782,M. Rieder,59,€1K
15783,J. Hooper,59,€2K
15784,Sun Bo,59,€2K
15785,L. Hupfauf,59,€1K
15786,Mollejo,59,€4K
15787,V. Oliver,59,€2K
15788,M. Kuchta,59,€1K
15789,Cao Haiqing,59,€2K
15790,A. Banasiak,59,€1K
15791,Pedro Goulart,59,€1K
15792,Song Long,59,€3K
15793,J. Lahne,59,€1K
15794,M. García,59,€2K
15795,R. McKenzie,59,€2K
15796,D. Franke,59,€2K
15797,M. Cavalleri,59,€1K
